key,source,target
Content/2926217123,(Hunt_dino_ocean_05) ServersidePoint - 0 - 3,
Content/295702047,(Hunt_dino_ocean_06) ServersidePoint - 0 - 1,
Content/51749361,(Hunt_dino_ocean_06) ServersidePoint - 0 - 2,
Content/3148465812,(Hunt_dino_ocean_06) ServersidePoint - 0 - 3,
Content/488558322,(Hunt_dino_ocean_07) ServersidePoint - 0 - 1,
Content/262889756,(Hunt_dino_ocean_07) ServersidePoint - 0 - 2,
Content/3071739513,(Hunt_dino_ocean_07) ServersidePoint - 0 - 3,
Content/1607502617,(Hunt_dino_ocean_08) ServersidePoint - 0 - 1,
Content/1298474231,(Hunt_dino_ocean_08) ServersidePoint - 0 - 2,
Content/4124656530,(Hunt_dino_ocean_08) ServersidePoint - 0 - 3,
Content/1399737332,(Hunt_dino_ocean_09) ServersidePoint - 0 - 1,
Content/1104929818,(Hunt_dino_ocean_09) ServersidePoint - 0 - 2,
Content/4184310655,(Hunt_dino_ocean_09) ServersidePoint - 0 - 3,
Content/4234955977,(Hunt_dino_ocean_10) ServersidePoint - 0 - 1,
Content/4007256871,(Hunt_dino_ocean_10) ServersidePoint - 0 - 2,
Content/1449493570,(Hunt_dino_ocean_10) ServersidePoint - 0 - 3,
Content/4040330276,(Hunt_dino_ocean_11) ServersidePoint - 0 - 1,
Content/3798410186,(Hunt_dino_ocean_11) ServersidePoint - 0 - 2,
Content/1524319407,(Hunt_dino_ocean_11) ServersidePoint - 0 - 3,
Content/3843149075,(Hunt_dino_ocean_12) ServersidePoint - 0 - 1,
Content/4154745597,(Hunt_dino_ocean_12) ServersidePoint - 0 - 2,
Content/1326974360,(Hunt_dino_ocean_12) ServersidePoint - 0 - 3,
Content/2377618701,(Hunt_dino_ocean_a) ServersidePoint - 0 - 0,
Content/2557793338,(Hunt_dino_ocean_b) ServersidePoint - 0 - 0,
Content/1683997490,(Hunt_dino_volcanic_01) ServersidePoint - 0 - 1,
Content/3461745593,(Hunt_dino_volcanic_01) ServersidePoint - 0 - 3,
Content/1906082309,(Hunt_dino_volcanic_02) ServersidePoint - 0 - 1,
Content/3683994254,(Hunt_dino_volcanic_02) ServersidePoint - 0 - 3,
Content/2099397352,(Hunt_dino_volcanic_03) ServersidePoint - 0 - 1,
Content/1872227590,(Hunt_dino_volcanic_03) ServersidePoint - 0 - 2,
Content/3609954915,(Hunt_dino_volcanic_03) ServersidePoint - 0 - 3,
Content/1511653483,(Hunt_dino_volcanic_04) ServersidePoint - 0 - 1,
Content/1219473285,(Hunt_dino_volcanic_04) ServersidePoint - 0 - 2,
Content/4027828448,(Hunt_dino_volcanic_04) ServersidePoint - 0 - 3,
Content/1453637766,(Hunt_dino_volcanic_05) ServersidePoint - 0 - 1,
Content/4239198221,(Hunt_dino_volcanic_05) ServersidePoint - 0 - 3,
Content/1130856881,(Hunt_dino_volcanic_06) ServersidePoint - 0 - 1,
Content/1372728927,(Hunt_dino_volcanic_06) ServersidePoint - 0 - 2,
Content/3916319034,(Hunt_dino_volcanic_06) ServersidePoint - 0 - 3,
Content/1339638108,(Hunt_dino_volcanic_07) ServersidePoint - 0 - 1,
Content/1567420082,(Hunt_dino_volcanic_07) ServersidePoint - 0 - 2,
Content/3855649239,(Hunt_dino_volcanic_07) ServersidePoint - 0 - 3,
Content/219612343,(Hunt_dino_volcanic_08) ServersidePoint - 0 - 1,
Content/530754393,(Hunt_dino_volcanic_08) ServersidePoint - 0 - 2,
Content/2803813436,(Hunt_dino_volcanic_08) ServersidePoint - 0 - 3,
Content/27903066,(Hunt_dino_volcanic_09) ServersidePoint - 0 - 1,
Content/320629684,(Hunt_dino_volcanic_09) ServersidePoint - 0 - 2,
Content/2879392977,(Hunt_dino_volcanic_09) ServersidePoint - 0 - 3,
Content/2930492263,(Hunt_dino_volcanic_10) ServersidePoint - 0 - 1,
Content/3156110473,(Hunt_dino_volcanic_10) ServersidePoint - 0 - 2,
Content/77728748,(Hunt_dino_volcanic_10) ServersidePoint - 0 - 3,
Content/2719286154,(Hunt_dino_volcanic_11) ServersidePoint - 0 - 1,
Content/2963319908,(Hunt_dino_volcanic_11) ServersidePoint - 0 - 2,
Content/136104705,(Hunt_dino_volcanic_11) ServersidePoint - 0 - 3,
Content/3084272317,(Hunt_dino_volcanic_12) ServersidePoint - 0 - 1,
Content/2774789459,(Hunt_dino_volcanic_12) ServersidePoint - 0 - 2,
Content/501189174,(Hunt_dino_volcanic_12) ServersidePoint - 0 - 3,
Content/3861577845,(Hunt_dino_volcanic_a) serversidepoint - 0 - 0,
Content/4092084546,(Hunt_dino_volcanic_b) serversidepoint - 0 - 0,
Content/3980031050,(Готово),
Content/2256895573,(Используйте D-Pad для более точного управления камерой),
Content/4038858863,(Hunt_dino_lunar_15) ServersidePoint - 0 - 1,
Content/3792287617,(Hunt_dino_lunar_15) ServersidePoint - 0 - 2,
Content/1521864932,(Hunt_dino_lunar_15) ServersidePoint - 0 - 3,
Content/3850328408,(Hunt_dino_lunar_16) ServersidePoint - 0 - 1,
Content/4157273782,(Hunt_dino_lunar_16) ServersidePoint - 0 - 2,
Content/1333170643,(Hunt_dino_lunar_16) ServersidePoint - 0 - 3,
Content/3921779125,(Hunt_dino_lunar_17) ServersidePoint - 0 - 1,
Content/4218697307,(Hunt_dino_lunar_17) ServersidePoint - 0 - 2,
Content/1137201470,(Hunt_dino_lunar_17) ServersidePoint - 0 - 3,
Content/2869943390,(Hunt_dino_lunar_18) ServersidePoint - 0 - 1,
Content/3116004272,(Hunt_dino_lunar_18) ServersidePoint - 0 - 2,
Content/17175765,(Hunt_dino_lunar_18) ServersidePoint - 0 - 3,
Content/2813402291,(Hunt_dino_lunar_19) ServersidePoint - 0 - 1,
Content/3036984157,(Hunt_dino_lunar_19) ServersidePoint - 0 - 2,
Content/230216760,(Hunt_dino_lunar_19) ServersidePoint - 0 - 3,
Content/1599577279,(Hunt_dino_lunar_20) ServersidePoint - 0 - 1,
Content/1306669905,(Hunt_dino_lunar_20) ServersidePoint - 0 - 2,
Content/4116599860,(Hunt_dino_lunar_20) ServersidePoint - 0 - 3,
Content/1407802450,(Hunt_dino_lunar_21) ServersidePoint - 0 - 1,
Content/1096610748,(Hunt_dino_lunar_21) ServersidePoint - 0 - 2,
Content/4192244953,(Hunt_dino_lunar_21) ServersidePoint - 0 - 3,
Content/1490432697,"({0}) 
{1}",
Content/3737485764,({консоль}),
Content/2013142674,({cur} - {stost} / {max}),
Content/2306861214,({key}) serversidepoint - {num},
Content/1123813546,({Key}) serversidepoint - {way} - {custint},
Content/31637215,****Без эффекта****,
Content/4130419893,***НЕ ИСПОЛЬЗУЕТСЯ***,
Content/543519257,***Без эффекта****,
Content/958656360,***Не используется***,
Content/930207496,**НИЧЕГО**НЕ ИГНОРИРОВАТЬ**,
Content/1085721695,**Без эффекта**,
Content/3097361398,**Не используется**,
Content/322138736,** Отмеченный **,
Content/401360897,*Яйцо не имеет оплодотворенного/необожженного варианта,
Content/1592585055,*Текстовый блок,
Content/3838060078,*{Вход}*,
Content/2134261022,+ CTRL - ЛАСТИК,
Content/269986323,+ SHIFT - ШИРОКИЙ ЛАСТИК,
Content/497236411,+ SHIFT - ТОЛСТАЯ ЛИНИЯ,
Content/2069103472,+ [Оценка],
Content/4123875000,+10% к опыту!,
Content/1014767911,"+25% к урону, и увеличение сопротивления!",
Content/2931295658,+33% к опыту!,
Content/4045375602,+Урон +Скорость атаки -Время жизни,
Content/3050833898,+Урон +защита +скорость,
Content/3467496701,+{0} к урону +{1} к скорости атаки,
Content/4273581258,+{0}% к опыту!,
Content/4102142743,+{Бонус},
Content/3811637939,+Доступно уровней: {NumLevels}!,
Content/3416313754,В,
Content/3060443863,- Камера луча захвата зафиксирована -,
Content/1426710285,-,
Content/3420929055,---------------------- {состояние} {curr}-> {Next} at: {time},
Content/1933060622,-:-,
Content/3319235497,--ПРОЦЕСС ГЕНЕРАЦИИ--,
Content/1893677442,-Космос-,
Content/671868180,-{0} sec Lifetime +{1} сопротивление,
Content/517918222,/ ДЕНЬ,
Content/625166385,/ Р-ОН,
Content/2090832219,/ СПАВН,
Content/185473321,/ ВРЕМЯ,
Content/1829654323,/ ° (c),
Content/3693305802,/Game/aberration/dinos/rockdrake/primalitemarmor_rockdrakesaddle_tek.primalitemarmor_rockdrakesaddle_tek,
Content/470726108,/Game/aberration/weaponteksniper/primalitem_teksniper.primalitem_teksniper,
Content/3032478469,/Game/extinction/dinos/enforcer/enforcer_character_bp.enforcer_character_bp,
Content/42596977,/Game/extinction/dinos/mek/buff_mekbackpack_missilepod.buff_mekbackpack_missilepod,
Content/3262823306,/Game/extinction/dinos/mek/buff_mekbackpack_shield.buff_mekbackpack_shield,
Content/3410701639,/Game/extinction/dinos/mek/buff_mekbackpack_siegecannon.buff_mekbackpack_siegecannon,
Content/23897666,/Game/extinction/dinos/mek/megamek_character_bp.megamek_character_bp,
Content/3728233988,/Game/extinction/dinos/mek/mek_character_bp.mek_character_bp,
Content/1807135704,/Game/fjordur/dinos/desmodus/buff_sanguineelixirused.buff_sanguineelixirused,
Content/2684433761,/Game/genesis/coreblueprints/items/primalitem_spawner_hoverskiff.primalitem_spawner_hoverskiff,
Content/3887266813,/Game/genesis/dinos/spacewhale/primalitemarmor_spacewhalesaddle_tek.primalitemarmor_spacewhalesaddle_tek,
Content/1707603753,/Game/genesis/dinos/tekhoverskiff/tekhoverskiff_character_bp.tekhoverskiff_character_bp,
Content/2888353550,/Game/genesis/items/armor/primalitemarmor_shouldercannon.primalitemarmor_shouldercannon,
Content/588216856,/Game/genesis/missions/buff_missiondata.buff_missiondata_c,
Content/3082187804,/Game/genesis/missions/missiontype_glitchcounter_arctic.missiontype_glitchcounter_arctic_c,
Content/2085396536,/Game/genesis/missions/missiontype_glitchcounter_bog.missiontype_glitchcounter_bog_c,
Content/2975333632,/Game/genesis/missions/missiontype_glitchcounter_lunar.missiontype_glitchcounter_lunar_c,
Content/1783486461,/Game/genesis/missions/missiontype_glitchcounter_ocean.missiontype_glitchcounter_ocean_c,
Content/1930454268,/Game/genesis/missions/missiontype_glitchcounter_volcanic.missiontype_glitchcounter_volcanic_c,
Content/702146891,/Game/genesis/missions/race/buff_racepowerup_base.buff_racepowerup_base_c,
Content/4006605796,/Game/genesis/weapons/cruisemissile/primalitem_weapontekcruisemissile.primalitem_weapontekcruisemissile,
Content/2082610822,/Game/genesis/weapons/tekhandblades/primalitem_weapontekclaws.primalitem_weapontekclaws,
Content/2776880286,/Game/genesis2/coreblueprints/buffs/areabuffs/gen2_areabuff_space,
Content/2423935486,/Game/genesis2/coreblueprints/buffs/areabuffs/gen2_areabuff_space_normalg,
Content/1259167443,/Game/genesis2/dinos/exosuit/exosuit_rts_character_bp.exosuit_rts_character_bp,
Content/1180014939,/Game/genesis2/dinos/exosuit/primalitem_spawner_exosuit.primalitem_spawner_exosuit,
Content/2331639007,/Game/genesis2/dinos/tekhoversail/tekhoversail_character_bp.tekhoversail_character_bp,
Content/1875977600,/Game/genesis2/dinos/tekstrider/attachmentbuffs/cargocarryingsaddlebags__chest/buff_tekstrider_saddlebb.buff_tekstrider_saddlebags,
Content/3028241017,/Game/genesis2/dinos/tekstrider/attachmentbuffs/omnishield_chest/buff_tekstrider_shield.buff_tekstrider_shield,
Content/883302260,/Game/genesis2/environment/space/meshes/sm_plane_100x100_20k.sm_plane_100x100_20K,
Content/1819529138,/Game/genesis2/missions/race2/canoe/missiontype_race2_canoe.missiontype_race2_canoe_c,
Content/3380643161,/Game/genesis2/missions/race2/canoe/missiontype_race2_canoe_team.missiontype_race2_canoe_team_c,
Content/1416687313,/Game/genesis2/sounds/characters/rockwell/boss/s_rockwell_agony_01.s_rockwell_agony_01,
Content/2831261806,/Game/genesis2/sounds/characters/rockwell/boss/s_rockwell_agony_02.s_rockwell_agony_02,
Content/577678852,/Game/genesis2/sounds/characters/rockwell/boss/s_rockwell_boss_aft_ring_release_01_en.s_rockwell_boss_aft_ring_release_01_en,
Content/3245990211,/Game/genesis2/sounds/characters/rockwell/boss/s_rockwell_boss_aft_ring_release_02_en.s_rockwell_boss_aft_ring_release_02_en,
Content/367244211,/Game/genesis2/sounds/characters/rockwell/boss/s_rockwell_boss_arena_intro_01_en.s_rockwell_boss_arena_intro_01_en,
Content/1462861779,/Game/genesis2/sounds/characters/rockwell/boss/s_rockwell_boss_arena_intro_02_en.s_rockwell_boss_arena_intro_02_en,
Content/1769946099,/Game/genesis2/sounds/characters/rockwell/boss/s_rockwell_boss_arena_intro_03_en.s_rockwell_boss_arena_intro_03_en,
Content/3532973843,/Game/genesis2/sounds/characters/rockwell/boss/s_rockwell_boss_arena_intro_04_en.s_rockwell_boss_arena_intro_04_en,
Content/3973751603,/Game/genesis2/sounds/characters/rockwell/boss/s_rockwell_boss_arena_intro_05_en.s_rockwell_boss_arena_intro_05_en,
Content/2919788371,/Game/genesis2/sounds/characters/rockwell/boss/s_rockwell_boss_arena_intro_06_en.s_rockwell_boss_arena_intro_06_en,
Content/2420517747,/Game/genesis2/sounds/characters/rockwell/boss/s_rockwell_boss_arena_intro_07_en.s_rockwell_boss_arena_intro_07_en,
Content/3733034107,/Game/genesis2/sounds/characters/rockwell/boss/s_rockwell_boss_exomeks_neededed_01_en.s_rockwell_boss_exomeks_neededed_01_en,
Content/2012756992,/Game/genesis2/sounds/characters/rockwell/boss/s_rockwell_boss_first_node_beaten_01_en.s_rockwell_boss_first_node_beaten_01_en,
Content/3495488770,/Game/genesis2/sounds/characters/rockwell/boss/s_rockwell_boss_first_node_opens_01_en.s_rockwell_boss_first_node_opens_01_en,
Content/4062298895,/Game/genesis2/sounds/characters/rockwell/boss/s_rockwell_boss_fourth_node_opens_01_en.s_rockwell_boss_fourth_node_opens_01_en,
Content/3991119304,/Game/genesis2/sounds/characters/rockwell/boss/s_rockwell_boss_homonculi_spawn_01_en.s_rockwell_boss_homonculi_spawn_01_en,
Content/1832612370,/Game/genesis2/sounds/characters/rockwell/boss/s_rockwell_boss_homonculi_spawn_02_en.s_rockwell_boss_homonculi_spawn_02_en,
Content/311214244,/Game/genesis2/sounds/characters/rockwell/boss/s_rockwell_boss_homonculi_spawn_03_en.s_rockwell_boss_homonculi_spawn_03_en,
Content/3086736359,/Game/genesis2/sounds/characters/rockwell/boss/s_rockwell_boss_homonculi_spawn_04_en.s_rockwell_boss_homonculi_spawn_04_en,
Content/3360450897,/Game/genesis2/sounds/characters/rockwell/boss/s_rockwell_boss_homonculi_spawn_05_en.s_rockwell_boss_homonculi_spawn_05_en,
